annotation,gene,Cluster,Presence
CD8_T_EFF.1,RHOB,CD8,Yes
CD8_T_EFF.1,DUSP1,CD8,Yes
CD8_T_EFF.1,HSPB1,CD8,Yes
CD8_T_EFF.1,NR4A1,CD8,Yes
CD8_T_EFF.1,HSPE1,CD8,Yes
CD8_T_EFF.1,HSPD1,CD8,Yes
CD8_T_EFF.1,HSPA8,CD8,Yes
CD8_T_EFF.1,RGS2,CD8,Yes
CD8_T_EFF.1,HSPH1,CD8,Yes
CD8_T_EFF.1,SERPINH1,CD8,Yes
CD8_T_EFF.1,UBC,CD8,Yes
CD8_T_EFF.1,CACYBP,CD8,Yes
CD8_T_EFF.1,ZFAND2A,CD8,Yes
CD8_T_EFF.1,BAG3,CD8,Yes
CD8_T_EFF.1,DNAJA1,CD8,Yes
CD8_T_EFF.1,DNAJB4,CD8,Yes
CD8_T_EFF.1,ATF3,CD8,Yes
CD8_T_EFF.1,PPP1R15A,CD8,Yes
CD8_T_EFF.1,FOS,CD8,Yes
CD8_T_EFF.1,HSP90AB1,CD8,Yes
CD8_T_EFF.1,UBB,CD8,Yes
CD8_T_EFF.1,ID3,CD8,Yes
CD8_T_EFF.1,IFNG,CD8,Yes
CD8_T_EFF.1,SRSF7,CD8,No
CD8_T_EFF.1,FTL,CD8,Yes
CD8_T_EFF.1,BTG2,CD8,Yes
CD8_T_EFF.1,GADD45B,CD8,Yes
CD8_T_EFF.1,KLF6,CD8,Yes
CD8_T_EFF.1,KLF2,CD8,Yes
CD8_T_EFF.1,TRBV7-9,CD8,No
CD8_T_EFF.2,HSPA1A,CD8,No
CD8_T_EFF.2,HSPA1B,CD8,No
CD8_T_EFF.2,DNAJB1,CD8,Yes
CD8_T_EFF.2,HSP90AA1,CD8,Yes
CD8_T_EFF.2,DUSP1,CD8,Yes
CD8_T_EFF.2,JUN,CD8,Yes
CD8_T_EFF.2,FOS,CD8,Yes
CD8_T_EFF.2,IFNG,CD8,Yes
CD8_T_EFF.2,HSPE1,CD8,Yes
CD8_T_EFF.2,RHOB,CD8,Yes
CD8_T_EFF.2,RGS2,CD8,Yes
CD8_T_EFF.2,HSPH1,CD8,Yes
CD8_T_EFF.2,DNAJA1,CD8,Yes
CD8_T_EFF.2,HSPA8,CD8,Yes
CD8_T_EFF.2,HSPD1,CD8,Yes
CD8_T_EFF.2,HSPB1,CD8,Yes
CD8_T_EFF.2,NR4A1,CD8,Yes
CD8_T_EFF.2,UBC,CD8,Yes
CD8_T_EFF.2,HSP90AB1,CD8,Yes
CD8_T_EFF.2,PPP1R15A,CD8,Yes
CD8_T_EFF.2,CACYBP,CD8,Yes
CD8_T_EFF.2,ATF3,CD8,Yes
CD8_T_EFF.2,ZFAND2A,CD8,Yes
CD8_T_EFF.2,BTG2,CD8,Yes
CD8_T_EFF.2,JUNB,CD8,Yes
CD8_T_EFF.2,BAG3,CD8,Yes
CD8_T_EFF.2,DNAJB4,CD8,Yes
CD8_T_EFF.2,SERPINH1,CD8,Yes
CD8_T_EFF.2,CD69,CD8,Yes
CD8_T_EFF.2,SRSF7,CD8,No
CD8_T_EFF.2,UBB,CD8,Yes
CD8_T_EFF.2,FOSB,CD8,Yes
CD8_T_EFF.2,RGS1,CD8,Yes
CD8_T_EFF.2,CLK1,CD8,Yes
CD8_T_EFF.2,DUSP2,CD8,Yes
CD8_T_EFF.2,TSPYL2,CD8,Yes
CD8_T_EFF.2,CYCS,CD8,Yes
CD8_T_EFF.2,H3F3B,CD8,Yes
CD8_T_EFF.2,KLF6,CD8,Yes
CD8_T_EFF.2,ZNF331,CD8,Yes
CD8_T_EFF.2,TUBA1A,CD8,Yes
CD8_T_EFF.2,EGR1,CD8,Yes
CD8_T_EFF.2,SQSTM1,CD8,Yes
CD8_T_EFF.2,IER2,CD8,Yes
CD8_T_EFF.2,SAT1,CD8,Yes
CD8_T_EFF.2,CCL3,CD8,No
CD8_T_EFF.2,KLF2,CD8,Yes
CD8_T_EM,CD74,CD8,Yes
CD8_T_EM,CD27,CD8,Yes
CD8_T_EM,GZMK,CD8,Yes
CD8_T_EM,CD8A,CD8,Yes
CD8_T_EM,CD8B,CD8,No
CD8_T_EM,GZMA,CD8,Yes
CD8_T_EM,NKG7,CD8,Yes
CD8_T_EM,CCL5,CD8,No
CD8_T_EM,CST7,CD8,Yes
CD8_T_EM,LAG3,CD8,Yes
CD8_T_EM,PTPRCAP,CD8,Yes
CD8_T_EM,HLA-DPA1,CD8,Yes
CD8_T_EM,HLA-DPB1,CD8,Yes
CD8_T_EM,LIMD2,CD8,Yes
CD8_T_EM,CD3D,CD8,Yes
CD8_T_EM,CTSW,CD8,Yes
CD8_T_EM,MIR155HG,CD8,Yes
CD8_T_EM,HAVCR2,CD8,Yes
CD8_T_EM,CD2,CD8,Yes
CD8_T_EM,IL32,CD8,Yes
CD8_T_EM,HLA-B,CD8,No
CD8_T_EM,HLA-DRB5,CD8,Yes
CD8_T_EM,HLA-DRB1,CD8,No
CD8_T_EM,HLA-DRA,CD8,Yes
CD8_T_EM,TRBV12-3,CD8,No
CD8_T_EM,LGALS1,CD8,Yes
CD8_T_EM,TRAV12-2,CD8,No
CD8_T_EX_IL10,IL10,CD8,Yes
CD8_T_EX_IL10,GZMB,CD8,Yes
CD8_T_EX_IL10,LAG3,CD8,Yes
CD8_T_EX_IL10,SOCS3,CD8,Yes
CD8_T_EX_IL10,CADM1,CD8,Yes
CD8_T_EX_IL10,TNIP3,CD8,Yes
CD8_T_EX_IL10,DUSP4,CD8,Yes
CD8_T_EX_IL10,PRF1,CD8,Yes
CD8_T_EX_IL10,STAT3,CD8,Yes
CD8_T_EX_IL10,FAM46C,CD8,Yes
CD8_T_EX_IL10,JUNB,CD8,Yes
CD8_T_EX_IL10,PRDM1,CD8,Yes
CD8_T_EX_IL10,ZBED2,CD8,Yes
CD8_T_EX_IL10,PTMS,CD8,Yes
CD8_T_EX_IL10,HAVCR2,CD8,Yes
CD8_T_EX_IL10,ZNF331,CD8,Yes
CD8_T_EX_IL10,WARS,CD8,Yes
CD8_T_EX_IL10,NKG7,CD8,Yes
CD8_T_EX_IL10,CREM,CD8,No
CD8_T_EX_IL10,ADTRP,CD8,No
CD8_T_EX_IL10,PELI1,CD8,Yes
CD8_T_EX_IL10,SNX9,CD8,No
CD8_T_EX_IL10,NR4A2,CD8,Yes
CD8_T_EX_IL10,BATF,CD8,Yes
CD8_T_EX_IL10,TNFRSF9,CD8,Yes
CD8_T_EX_IL10,AC133644.2,CD8,No
CD8_T_EX_IL10,GZMH,CD8,Yes
CD8_T_EX_IL10,SRGN,CD8,Yes
CD8_T_EX_IL10,CTLA4,CD8,Yes
CD8_T_EX_IL10,PIM2,CD8,Yes
CD8_T_EX_IL10,VPS37B,CD8,Yes
CD8_T_EX_IL10,GTPBP8,CD8,Yes
CD8_T_EX_IL10,CST7,CD8,Yes
CD8_T_EX_IL10,TNFRSF1B,CD8,Yes
CD8_T_EX_IL10,SERPINB1,CD8,Yes
CD8_T_EX_IL10,LITAF,CD8,Yes
CD8_T_EX_IL10,BIRC3,CD8,Yes
CD8_T_EX_IL10,PIM3,CD8,Yes
CD8_T_EX_IL10,HLA-A,CD8,No
CD8_T_EX_IL10,CTSB,CD8,Yes
CD8_T_EX_IL10,VCAM1,CD8,Yes
CD8_T_EX_IL10,BHLHE40,CD8,No
CD8_T_EX_IL10,TSC22D1,CD8,Yes
CD8_T_EX_IL10,ARID5B,CD8,Yes
CD8_T_EX_IL10,HERPUD1,CD8,Yes
CD8_T_EX_IL10,SEMA4A,CD8,Yes
CD8_T_EX_IL10,HMOX1,CD8,Yes
CD8_T_EX_IL10,CD200R1,CD8,Yes
CD8_T_EX_IL10,ZFP36,CD8,Yes
CD8_T_EX_IL10,LYST,CD8,Yes
CD8_T_EX_IL10,BTG2,CD8,Yes
CD8_T_EX_IL10,ANXA5,CD8,Yes
CD8_T_EX_IL10,RGS1,CD8,Yes
CD8_T_EX_IL10,CD27,CD8,Yes
CD8_T_EX_IL10,PHLDA1,CD8,Yes
CD8_T_EX_IL10,RNF19A,CD8,Yes
CD8_T_EX_IL10,RAB27A,CD8,Yes
CD8_T_EX_IL10,GZMK,CD8,Yes
CD8_T_EX_IL10,GBP2,CD8,Yes
CD8_T_EX_IL10,CD8A,CD8,Yes
CD8_T_EX_IL10,COTL1,CD8,No
CD8_T_EX_IL10,FAM3C,CD8,No
CD8_T_EX_IL10,CRTAM,CD8,No
CD8_T_EX_IL10,DUSP2,CD8,Yes
CD8_T_EX_IL10,CCL3,CD8,No
CD8_T_EX_IL10,LDHA,CD8,Yes
CD8_T_EX_IL10,SAT1,CD8,Yes
CD8_T_EX_IL10,CCL4,CD8,No
CD8_T_EX_IL10,TRBV12-3,CD8,No
CD8_T_EX_IL10,SOD1,CD8,No
CD8_T_EX_IL10,CXCR4,CD8,Yes
CD8_T_EX_IL10,TRBC1,CD8,No
CD8_T_EX_IL10,PKM,CD8,No
CD8_T_EX_IL10,NR4A1,CD8,Yes
CD8_T_EX_IL10,CCL4L2,CD8,Yes
CD8_T_PreEX_CXCR4,JUNB,CD8,Yes
CD8_T_PreEX_CXCR4,ZFP36,CD8,Yes
CD8_T_PreEX_CXCR4,CXCR4,CD8,Yes
CD8_T_PreEX_CXCR4,ZFP36L2,CD8,Yes
CD8_T_PreEX_CXCR4,RGS1,CD8,Yes
CD8_T_PreEX_CXCR4,DUSP4,CD8,Yes
CD8_T_PreEX_CXCR4,TNFAIP3,CD8,Yes
CD8_T_PreEX_CXCR4,DUSP2,CD8,Yes
CD8_T_PreEX_CXCR4,ZNF331,CD8,Yes
CD8_T_PreEX_CXCR4,CREM,CD8,No
CD8_T_PreEX_CXCR4,NR4A2,CD8,Yes
CD8_T_PreEX_CXCR4,TSC22D3,CD8,Yes
CD8_T_PreEX_CXCR4,BTG1,CD8,Yes
CD8_T_PreEX_CXCR4,CD69,CD8,Yes
CD8_T_PreEX_CXCR4,RGCC,CD8,No
CD8_T_PreEX_CXCR4,FAM46C,CD8,Yes
CD8_T_PreEX_CXCR4,HERPUD1,CD8,Yes
CD8_T_PreEX_CXCR4,YPEL5,CD8,Yes
CD8_T_PreEX_CXCR4,SRGN,CD8,Yes
CD8_T_PreEX_CXCR4,SARAF,CD8,No
CD8_T_PreEX_CXCR4,LEPROTL1,CD8,Yes
CD8_T_PreEX_CXCR4,CYTIP,CD8,Yes
CD8_T_PreEX_CXCR4,LINC-PINT,CD8,No
CD8_T_PreEX_CXCR4,MCL1,CD8,Yes
CD8_T_PreEX_CXCR4,VPS37B,CD8,Yes
CD8_T_PreEX_CXCR4,CLEC2B,CD8,Yes
CD8_T_PreEX_CXCR4,STK17B,CD8,Yes
CD8_T_PreEX_CXCR4,SYTL3,CD8,Yes
CD8_T_PreEX_CXCR4,TMEM2,CD8,Yes
CD8_T_PreEX_CXCR4,EIF1,CD8,Yes
CD8_T_PreEX_CXCR4,TUBA4A,CD8,Yes
CD8_T_PreEX_CXCR4,GZMK,CD8,Yes
CD8_T_PreEX_CXCR4,CD8A,CD8,Yes
CD8_T_PreEX_CXCR4,ISG20,CD8,Yes
CD8_T_PreEX_CXCR4,PIK3R1,CD8,Yes
CD8_T_PreEX_CXCR4,LITAF,CD8,Yes
CD8_T_PreEX_CXCR4,TRBV12-3,CD8,No
Doublet,CRYAB,CD8,Yes
Doublet,NDUFA4L2,CD8,Yes
Doublet,SERPINA1,CD8,Yes
Doublet,NNMT,CD8,Yes
Doublet,CD24,CD8,Yes
Doublet,SPP1,CD8,Yes
Doublet,CLU,CD8,Yes
Doublet,TMEM176A,CD8,Yes
Doublet,PDK4,CD8,Yes
Doublet,GPX3,CD8,Yes
Doublet,HILPDA,CD8,No
Doublet,PDZK1IP1,CD8,Yes
Doublet,ANGPTL4,CD8,Yes
Doublet,RARRES2,CD8,Yes
Doublet,TMEM176B,CD8,No
Doublet,CST3,CD8,Yes
Doublet,FHL1,CD8,Yes
Doublet,IGFBP3,CD8,Yes
Doublet,TPM1,CD8,Yes
Doublet,FTH1,CD8,Yes
Doublet,APOE,CD8,Yes
Doublet,CYB5A,CD8,Yes
Doublet,ANXA4,CD8,Yes
Doublet,FXYD2,CD8,Yes
Doublet,VIM,CD8,Yes
Doublet,FTL,CD8,Yes
Doublet,GAPDH,CD8,Yes
Doublet,MIF,CD8,No
Doublet,IFITM3,CD8,Yes
Doublet,TIMP1,CD8,Yes
Doublet,S100A10,CD8,Yes
Doublet,SOD2,CD8,Yes
Doublet,MT2A,CD8,No
Doublet,S100A11,CD8,Yes
Doublet,HSPB1,CD8,Yes
Doublet,MT-ND4,CD8,No
Doublet,PLIN2,CD8,Yes
Doublet,ALDOA,CD8,Yes
Doublet,ITM2B,CD8,Yes
Doublet,TPI1,CD8,Yes
Doublet,LDHA,CD8,Yes
Doublet,MT-ND2,CD8,No
Doublet,RPL41,CD8,Yes
Doublet,MT-CO1,CD8,No
Doublet,MT-CO3,CD8,No
Doublet,PSAP,CD8,Yes
Doublet,MT-ND3,CD8,No
Doublet,MT-ND1,CD8,No
Doublet,NEAT1,CD8,No
CD4_T_Act_CCL5,HSPA6,CD4,No
CD4_T_Act_CCL5,HSPA1A,CD4,No
CD4_T_Act_CCL5,HSPA1B,CD4,No
CD4_T_Act_CCL5,DNAJB1,CD4,Yes
CD4_T_Act_CCL5,DUSP1,CD4,Yes
CD4_T_Act_CCL5,HSP90AA1,CD4,Yes
CD4_T_Act_CCL5,JUN,CD4,Yes
CD4_T_Act_CCL5,CCL5,CD4,No
CD4_T_Act_CCL5,PPP1R15A,CD4,Yes
CD4_T_Act_CCL5,DNAJB4,CD4,Yes
CD4_T_Act_CCL5,FOS,CD4,Yes
CD4_T_Act_CCL5,RGS2,CD4,Yes
CD4_T_Act_CCL5,HSPE1,CD4,Yes
CD4_T_Act_CCL5,GZMA,CD4,Yes
CD4_T_Act_CCL5,GZMK,CD4,Yes
CD4_T_Act_CCL5,UBC,CD4,Yes
CD4_T_Act_CCL5,FOSB,CD4,Yes
CD4_T_Act_CCL5,HSPH1,CD4,Yes
CD4_T_Act_CCL5,TMSB4X,CD4,No
CD4_T_Act_CCL5,HSPA8,CD4,Yes
CD4_T_Act_CCL5,MTRNR2L12,CD4,No
CD4_T_Act_CCL5,HSPB1,CD4,Yes
CD4_T_Act_CCL5,ZFAND2A,CD4,Yes
CD4_T_Act_CCL5,BAG3,CD4,Yes
CD4_T_Act_CCL5,NR4A1,CD4,Yes
CD4_T_Act_CCL5,CACYBP,CD4,Yes
CD4_T_Act_CCL5,RPL41,CD4,Yes
CD4_T_Act_CCL5,SH3BGRL3,CD4,Yes
CD4_T_Act_CCL5,UBB,CD4,Yes
CD4_T_Act_CCL5,RHOB,CD4,Yes
CD4_T_Act_CCL5,JUNB,CD4,Yes
CD4_T_Act_CCL5,HSPD1,CD4,Yes
CD4_T_Act_CCL5,GADD45B,CD4,Yes
CD4_T_Act_CCL5,EGR1,CD4,Yes
CD4_T_Act_CCL5,KLRB1,CD4,Yes
CD4_T_Act_CCL5,IER2,CD4,Yes
CD4_T_Act_CCL5,BTG2,CD4,Yes
CD4_T_Act_CCL5,DUSP2,CD4,Yes
CD4_T_Act_CCL5,TNF,CD4,Yes
CD4_T_Act_CCL5,CD69,CD4,Yes
CD4_T_Act_CCL5,S100A10,CD4,Yes
CD4_T_Act_CCL5,DNAJA1,CD4,Yes
CD4_T_Act_CCL5,HSP90AB1,CD4,Yes
CD4_T_Act_CH25H,CH25H,CD4,Yes
CD4_T_Act_CH25H,SRGN,CD4,Yes
CD4_T_Act_CH25H,JUNB,CD4,Yes
CD4_T_Act_CH25H,AREG,CD4,No
CD4_T_Act_CH25H,CREM,CD4,No
CD4_T_Act_CH25H,RGS1,CD4,Yes
CD4_T_Act_CH25H,BTG1,CD4,Yes
CD4_T_Act_CH25H,SOCS1,CD4,Yes
CD4_T_Act_CH25H,ZFP36,CD4,Yes
CD4_T_Act_CH25H,KLF6,CD4,Yes
CD4_T_Act_CH25H,CXCR4,CD4,Yes
CD4_T_Act_CH25H,ZNF331,CD4,Yes
CD4_T_Act_CH25H,ZFP36L2,CD4,Yes
CD4_T_Act_CH25H,ARID5B,CD4,Yes
CD4_T_Act_CH25H,GPR171,CD4,No
CD4_T_Act_CH25H,NR3C1,CD4,Yes
CD4_T_Act_CH25H,BATF,CD4,Yes
CD4_T_Act_CH25H,EIF1,CD4,Yes
CD4_T_Act_CH25H,AIM1,CD4,Yes
CD4_T_Act_CH25H,RNF19A,CD4,Yes
CD4_T_Act_CH25H,CCNH,CD4,Yes
CD4_T_Act_CH25H,FAM177A1,CD4,Yes
CD4_T_Act_CH25H,H3F3B,CD4,Yes
CD4_T_Act_CH25H,CD69,CD4,Yes
CD4_T_Act_CH25H,FTH1,CD4,Yes
CD4_T_Act_CH25H,SARAF,CD4,No
CD4_T_Act_CH25H,PHLDA1,CD4,Yes
CD4_T_Act_CH25H,ITK,CD4,Yes
CD4_T_Act_CH25H,DNAJB1,CD4,Yes
CD4_T_Act_CH25H,CYCS,CD4,Yes
CD4_T_Act_CH25H,STAT3,CD4,Yes
CD4_T_Act_CH25H,IRF1,CD4,Yes
CD4_T_Act_CH25H,DUSP2,CD4,Yes
CD4_T_Act_CH25H,HSPE1,CD4,Yes
CD4_T_Act_CH25H,HSP90AA1,CD4,Yes
CD4_T_Act_CH25H,LINC-PINT,CD4,No
CD4_T_Act_CH25H,DNAJA1,CD4,Yes
CD4_T_Act_CH25H,NFKBIA,CD4,No
CD4_T_Act_CH25H,DDIT4,CD4,Yes
CD4_T_Act_CH25H,SLC2A3,CD4,Yes
CD4_T_Act_CH25H,CITED2,CD4,Yes
CD4_T_Act_CH25H,FKBP5,CD4,Yes
CD4_T_Act_CH25H,TSC22D3,CD4,Yes
CD4_T_Act_CH25H,ITM2A,CD4,Yes
CD4_T_Act_CXCR4,ZFP36,CD4,Yes
CD4_T_Act_CXCR4,ZFP36L2,CD4,Yes
CD4_T_Act_CXCR4,CXCR4,CD4,Yes
CD4_T_Act_CXCR4,JUNB,CD4,Yes
CD4_T_Act_CXCR4,CD69,CD4,Yes
CD4_T_Act_CXCR4,TNFAIP3,CD4,Yes
CD4_T_Act_CXCR4,FOS,CD4,Yes
CD4_T_Act_CXCR4,SRGN,CD4,Yes
CD4_T_Act_CXCR4,ANXA1,CD4,Yes
CD4_T_Act_CXCR4,FTH1,CD4,Yes
CD4_T_Act_CXCR4,TSC22D3,CD4,Yes
CD4_T_Act_CXCR4,NFKBIA,CD4,No
CD4_T_Act_CXCR4,BTG1,CD4,Yes
CD4_T_Act_CXCR4,KLF6,CD4,Yes
CD4_T_Act_CXCR4,RGCC,CD4,No
CD4_T_Act_CXCR4,IL7R,CD4,Yes
CD4_T_Act_CXCR4,SLC2A3,CD4,Yes
